Current projects signed as at 31 March 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring authority,Sector,Constituency,Region,Project Status,Date Of OJEU,Date of preferred bidder,Date of financial close,Date of construction completion,First date of operations,Operational period of contract (years),On / Off balance sheet under IFRS,On / Off balance sheet under ESA 95,On / Off balance sheet under UK GAAP,Capital Value (£m),Unitary charge payment 1992-93 (£m),Unitary charge payment 1993-94 (£m),Unitary charge payment 1994-95 (£m),Unitary charge payment 1995-96 (£m),Unitary charge payment 1996-97 (£m),Unitary charge payment 1997-98 (£m),Unitary charge payment 1998-99 (£m),Unitary charge payment 1999-00 (£m),Unitary charge payment 2000-01 (£m),Unitary charge payment 2001-02 (£m),Unitary charge payment 2002-03 (£m),Unitary charge payment 2003-04 (£m),Unitary charge payment 2004-05 (£m),Unitary charge payment 2005-06 (£m),Unitary charge payment 2006-07 (£m),Unitary charge payment 2007-08 (£m),Unitary charge payment 2008-09 (£m),Unitary charge payment 2009-10 (£m),Unitary charge payment 2010-11 (£m),Unitary charge payment 2011-12 (£m),Unitary charge payment 2012-13 (£m),Estimated unitary charge payment 2013-14 (£m),Estimated unitary charge payment 2014-15 (£m),Estimated unitary charge payment 2015-16 (£m),Estimated unitary charge payment 2016-17 (£m),Estimated unitary charge payment 2017-18 (£m),Estimated unitary charge payment 2018-19 (£m),Estimated unitary charge payment 2019-20 (£m),Estimated unitary charge payment 2020-21 (£m),Estimated unitary charge payment 2021-22 (£m),Estimated unitary charge payment 2022-23 (£m),Estimated unitary charge payment 2023-24 (£m),Estimated unitary charge payment 2024-25 (£m),Estimated unitary charge payment 2025-26 (£m),Estimated unitary charge payment 2026-27 (£m),Estimated unitary charge payment 2027-28 (£m),Estimated unitary charge payment 2028-29 (£m),Estimated unitary charge payment 2029-30 (£m),Estimated unitary charge payment 2030-31 (£m),Estimated unitary charge payment 2031-32 (£m),Estimated unitary charge payment 2032-33 (£m),Estimated unitary charge payment 2033-34 (£m),Estimated unitary charge payment 2034-35 (£m),Estimated unitary charge payment 2035-36 (£m),Estimated unitary charge payment 2036-37 (£m),Estimated unitary charge payment 2037-38 (£m),Estimated unitary charge payment 2038-39 (£m),Estimated unitary charge payment 2039-40 (£m),Estimated unitary charge payment 2040-41 (£m),Estimated unitary charge payment 2041-42 (£m),Estimated unitary charge payment 2042-43 (£m),Estimated unitary charge payment 2043-44 (£m),Estimated unitary charge payment 2044-45 (£m),Estimated unitary charge payment 2045-46 (£m),Estimated unitary charge payment 2046-47 (£m),Estimated unitary charge payment 2047-48 (£m),Estimated unitary charge payment 2048-49 (£m),Estimated unitary charge payment 2049-50 (£m),Estimated unitary charge payment 2050-51 (£m),Estimated unitary charge payment 2051-52 (£m),Estimated unitary charge payment 2052-53 (£m),Estimated unitary charge payment 2053-54 (£m),Estimated unitary charge payment 2054-55 (£m),Estimated unitary charge payment 2055-56 (£m),Estimated unitary charge payment 2056-57 (£m),Estimated unitary charge payment 2057-58 (£m),Estimated unitary charge payment 2058-59 (£m),Estimated unitary charge payment 2059-60 (£m),Equity holder 1: Name,Equity holder 1: Equity share (%),"Equity holder 1: change of ownership since March 2011? 
(Yes / No)",Equity holder 2: Name,Equity holder 2: Equity share (%),"Equity holder 2: change of ownership since March 2011? 
(Yes / No)",Equity holder 3: Name,Equity holder 3: Equity share (%),"Equity holder 3: change of ownership since March 2011? 
(Yes / No)",Equity holder 4: Name,Equity holder 4: Equity share (%),"Equity holder 4: change of ownership since March 2011? 
(Yes / No)",Equity holder 5: Name,Equity holder 5: Equity share (%),"Equity holder 5: change of ownership since March 2011? 
(Yes / No)",Equity holder 6: Name,Equity holder 6: Equity share (%),"Equity holder 6: change of ownership since March 2011? 
(Yes / No)",SPV name,SPV company number,SPV address
406,Force HQ,HOME OFFICE (GROUP),Gloucestershire Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South West,InOperation,2002-04-01,2003-06-01,2004-03-01,2005-10-21,2005-12-05,31,ON,OFF,OFF,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.4,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,4.0,4.0,4.1,4.1,4.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uberior Infrastructure Investments Ltd (Lloyds),100.0%,NO,,,,,,,,,,,,,,,,Gloucestershire FM Services Limited,5043832,C/o Corla Ltd 11-14 Hanover Place London WC2E 9JP
407,Property Review - Divisional/Sub Divisional HQ & Police Stations,HOME OFFICE (GROUP),Greater Manchester Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_North West,InOperation,2000-06-01,2001-06-01,2002-12-04,2006-10-09,2003-11-30,27,ON,N/K,OFF,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.4,9.9,11.4,13.0,13.2,13.2,13.4,13.7,14.0,14.4,14.7,15.1,15.5,15.9,16.3,16.7,17.2,17.7,18.2,18.7,19.3,19.9,20.5,21.2,21.9,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Laing plc,100.0%,NO,,,,,,,,,,,,,,,,Support Services (Manchester) Ltd,4276561,"Allington House, 150 Victoria Street, London, SW1E 5LB"
408,Ystrad Mynach Police Station,HOME OFFICE (GROUP),Gwent Police Authority,Emergency Services,Police Authority covers multiple constituencies,WALES,InOperation,1997-01-01,1997-12-01,2004-03-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,30,ON,N/K,OFF,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David McClean (Holdings) Ltd,100.0%,NO,,,,,,,,,,,,,,,,N,N/K,N/K
409,Home Office Central London Accommodation Strategy,HOME OFFICE (GROUP),HOME OFFICE,Offices,Cities of London & Westminster,ENGLAND_London,InOperation,1996-07-23,2000-07-28,2002-03-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,27,ON,OFF,OFF,375.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.8,34.7,35.9,36.8,36.8,37.1,37.9,38.7,39.4,40.3,41.1,41.9,42.8,43.7,44.6,45.5,46.5,47.5,48.5,49.5,50.5,51.6,52.7,53.9,55.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HSBC Infrastructure Company Limited,100.0%,NO,,,,,,,,,,,,,,,,ANNE'S GATE PROPERTY,N/K,N/K
411,Medway,HOME OFFICE (GROUP),Kent Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South East,InOperation,2003-04-01,2003-12-01,2004-03-01,2006-11-24,2006-11-25,29,ON,OFF,OFF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.1,3.2,3.2,3.3,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.4,4.5,4.6,4.7,4.9,5.0,5.2,5.3,5.5,5.6,5.8,5.9,6.1,6.3,6.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VB Investments Limited is owned by Leonardo Investment Holdings Limited (80%) and Vinci (Holdings) Limited (20%). Leonardo Investment Holdings Limited is a Subsidiary of Barclays Bank.,100.0%,NO,,,,,,,,,,,,,,,,H&D Support Services Limited,5009600,"Astral House, Imperial Way, Watford, WD24 4WW"
412,North Kent PFI Project,HOME OFFICE (GROUP),Kent Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South East,InOperation,2003-10-01,2005-03-01,2006-07-01,2008-05-07,2008-05-08,29,ON,OFF,OFF,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.1,5.2,5.5,5.6,5.8,6.0,6.1,6.3,6.5,6.7,6.9,7.1,7.3,7.5,7.7,7.9,8.2,8.4,8.6,8.9,9.1,9.4,9.7,9.9,10.2,10.5,10.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kier Project Investments Limited,42.0%,NO,Uberior Infrastrucutre Investments Limited (HBOS),42.0%,NO,Reliance North Kent PFI Limited,15.0%,NO,,,,,,,,,,Justice Support Services (North Kent) Limited,5826309,"TEMPSFORD HALL, Sandy, SG19 2BD"
413,Divisional HQ,HOME OFFICE (GROUP),North Wales Police Authority,Emergency Services,Police Authority covers multiple constituencies,WALES,InOperation,1999-10-08,N/K,2002-09-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,26,ON,N/K,OFF,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.4,3.4,3.4,3.5,3.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Infrastructure (formerly Babcock & Brown) as 'NW (BBP) Ltd' ,100.0%,NO,,,,,,,,,,,,,,,,N,N/K,N/K
414,"HQ, Operations & Communications Centre",HOME OFFICE (GROUP),Norfolk Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_East,InOperation,1997-01-01,1999-03-01,2000-03-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,36,ON,N/K,OFF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.6,4.4,4.6,4.7,4.8,5.0,5.0,4.9,4.9,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.2,6.3,6.4,6.5,6.7,6.8,7.0,7.1,7.2,7.4,7.5,7.7,7.8,8.0,8.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Infrastructure Ltd,100.0%,NO,,,,,,,,,,,,,,,,N,N/K,N/K
415,Mounted Facilities,HOME OFFICE (GROUP),Northumbria Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_North East,InOperation,1996-10-01,1998-01-01,1998-05-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,16,OFF,OFF,OFF,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bowey PFI Ltd ,100.0%,NO,,,,,,,,,,,,,,,,N,N/K,N/K
418,Abingdon Area DHQ,HOME OFFICE (GROUP),Thames Valley Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South East,InOperation,1996-12-01,1998-01-01,1998-12-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,31,ON,N/A,ON,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.5,1.5,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abingdon Ltd owned by Babcock and Brown Plc,100.0%,NO,,,,,,,,,,,,,,,,N,N/K,N/K
419,Air Support,HOME OFFICE (GROUP),Wiltshire Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South West,InOperation,1997-01-01,1997-12-01,1997-12-18,Data not supplied by Procuring Authority,1998-12-04,16,OFF,OFF,OFF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.2,1.2,1.3,1.3,1.3,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police Aviation Services,100.0%,NO,,,,,,,,,,,,,,,,Police Aviation Services,1848773,"Gloucester Airport, Cheltenham, Gloucester"
420,HQ,HOME OFFICE (GROUP),Wiltshire Police Authority,Emergency Services,Police Authority covers multiple constituencies,ENGLAND_South West,InOperation,2001-09-01,2003-01-01,2003-12-01,2005-07-19,2005-07-20,31,ON,ON,ON,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,2.8,2.9,3.1,3.0,3.2,3.2,3.3,3.5,3.6,3.7,3.8,4.0,4.1,4.2,4.3,4.5,4.6,4.7,4.9,5.0,5.2,5.3,5.5,5.7,5.8,6.0,6.2,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure Investments Limited Partnership,80.0%,NO,Vinci Investments Ltd   ,20.0%,NO,,,,,,,,,,,,,Wiltshire Police Authority Support Services Limited,494117,"Astral House, Imperial Way, Watford"
421,Allenby/Connaught,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Other,"More than one - Devizes, Salisbury, Aldershot, Westbury & North West Hampshire",National/More than one region,InOperation,2002-02-01,2004-08-01,2006-04-06,2014-05-31,2006-07-10,35,ON,N/K,ON,1298.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,126.6,166.8,203.4,218.6,255.5,287.8,262.0,284.0,290.5,292.7,295.7,303.0,310.5,318.4,326.9,334.4,342.1,350.0,358.1,366.3,374.7,383.3,392.2,401.2,410.4,419.8,429.5,439.4,449.5,459.8,470.4,481.2,492.3,251.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HSBC,5.0%,NO,Carillion,17.5%,NO,KBR,45.0%,NO,Innisfree,32.5%,NO,,,,,,,Aspire Defence Ltd,5572542,"Reg Office: White Lion Court, Swan Street, Isleworth, Middlesex, TW7 6RN"
422,Army Foundation College (AFC),MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Military facility,Harrogate & Knaresborough,ENGLAND_Yorkshire and the Humber,InOperation,1997-06-01,1999-06-01,2000-02-01,2002-11-29,2000-02-04,30,ON,N/K,OFF,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,8.9,13.4,16.0,16.4,16.8,17.2,17.6,18.1,18.5,19.0,20.8,20.5,20.2,20.8,21.4,22.0,22.7,23.4,24.1,24.8,25.6,26.4,27.2,28.0,28.9,29.8,30.7,31.6,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Halifax/Bank of Scotland,49.0%,NO,Semperian PPP Investment Partners LP,51.0%,NO,,,,,,,,,,,,,Defence Training Services Limited,3038084,DTSL C/O Semperian Asset Management 2nd Floor Daresbury Point Green Wood Drive Manor Park Cheshire WA7 1UG
423,ASTUTE Class Training Service (ACTS),MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Military facility,Argyll & Bute,SCOTLAND,InOperation,1997-03-01,2000-08-23,2001-11-01,2010-08-01,2006-11-01,32,ON,N/K,OFF,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,7.7,12.0,12.1,14.4,14.4,14.7,16.6,17.0,17.3,17.6,18.0,18.4,18.7,19.1,19.5,19.9,20.3,20.7,21.1,21.5,22.0,22.4,22.9,23.3,23.8,14.8,15.1,15.4,15.7,16.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAE Insyte,47.5%,NO,L3 MAPPS,47.5%,NO,Babcock,5.0%,NO,,,,,,,,,,FAST Training Services Limted,3911849,"Langstone Technology Park, Langstone Road, Havant, Hampshire, PO9 1SA"
424,Attack Helicopters Training - Apache Simulator Training,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Military facility,"South Suffolk, Romsey, Vale of York, Wokingham.",National/More than one region,InOperation,N/K,N/K,1998-08-01,2004-04-01,2000-02-01,18,ON,N/K,OFF,234.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.2,32.1,46.7,44.8,48.8,46.3,48.9,50.0,49.3,46.7,45.1,45.8,45.7,39.6,20.2,20.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WESTLAND HELICOPTERS LTD,50.0%,NO,THE BOEING COMPANY,50.0%,NO,,,,,,,,,,,,,Aviatin Training International Ltd (ATIL),3490323,"ATIL. Coldharbour Business Park, Sherborne, Dorset, DT9 4JW"
425,"Bristol, Bath and Portsmouth Family Married Quarters",MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Housing (Military),"More than one - Bristol North West, Kingswood, Bristol West, Westbury, Fareham              ",National/More than one region,InOperation,1999-07-01,2001-06-15,2001-11-01,2002-10-17,2002-10-17,28,ON,N/K,OFF,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,9.6,6.8,8.6,8.5,8.6,8.5,8.7,9.1,9.1,9.1,9.1,9.1,9.0,8.9,8.9,8.8,8.8,8.7,8.7,8.6,8.6,8.5,8.4,8.4,8.3,8.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dutch Infrastructure Fund DIF,100.0%,NO,,,,,,,,,,,,,,,,Tricomm (Housing) Ltd,4278616,"CityGate, St James Boulevard, Newcastle Upon Tyne, NE1 4JE"
426,C vehicles,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Equipment,"More than one - Bristol North West, Kingswood, Bristol West, Westbury, Fareham",National/More than one region,InOperation,1999-05-28,2003-03-01,2005-06-01,2014-04-01,2014-04-01,17,ON,N/K,OFF,120.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,33.3,33.9,31.5,31.7,32.3,33.0,33.9,34.8,35.7,36.7,37.7,38.7,39.7,40.8,41.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMEY,50.0%,NO,Babcock,50.0%,NO,,,,,,,,,,,,,ALC Ltd,5424261,"The Sherard Building, Edmund Halley Road, Oxford, OX4 4DQ"
427,Central Scotland Family Quarters (HQ),MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Housing (Military),More than one,SCOTLAND,InOperation,1997-01-01,1998-09-14,1999-08-01,2002-03-07,2002-03-07,25,ON,N/K,OFF,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.3,3.3,3.0,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFI Infrastructure Ltd,100.0%,NO,,,,,,,,,,,,,,,,Bannockburn Homes Ltd,SC186243,"8  Charlotte Sq, Edinburgh, Midlothian, EH2 4DR"
428,Colchester,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Military facility,Colchester,ENGLAND_East,InOperation,1997-02-01,1999-10-01,2004-02-09,2008-11-01,2008-06-26,36,ON,N/K,OFF,561.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,23.9,27.2,38.6,52.2,58.3,63.1,65.4,66.2,69.8,71.1,73.9,74.5,77.6,77.6,80.5,82.2,85.3,84.6,88.1,87.2,89.7,89.1,97.4,97.5,97.0,100.1,98.9,100.8,102.1,105.0,110.6,109.1,109.1,106.9,193.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure Investments Holdings Ltd (IIHL),56.0%,YES,InfraRed (Infrastructure) Yield Holdings Ltd,13.0%,YES,Sir Robert McAlpine Capital Ventures Ltd,17.0%,NO,Sodexho Investment Services Ltd,14.0%,NO,,,,,,,RMPA Services PLC,4943863,"Eaton Court, Maylands Avenue, Hemel Hempstead, Herts, HP2 7TR"
429,Corsham,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Offices,North Wiltshire,ENGLAND_South West,InOperation,2003-01-29,N/K,2008-08-01,2011-04-01,2008-11-05,26,ON,N/K,ON,111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,12.6,15.9,22.8,24.1,24.6,25.2,25.7,26.2,26.8,27.4,27.9,28.5,29.0,29.6,30.1,30.7,31.3,31.8,32.3,32.9,33.4,34.0,34.6,35.2,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interserve,50.0%,NO,John Laing,50.0%,NO,,,,,,,,,,,,,Inteq,6554511,"Inteq Services Ltd, Building 420, MoD Corsham, Corsham, SN13 9NR"
431,Defence Fixed Telecommunications Service (DFTS),MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,IT Infrastructure and communications,More than one,National/More than one region,InOperation,1995-03-01,N/K,1997-07-01,2014-04-01,1997-07-01,19,ON,OFF,OFF,277.0,0.0,0.0,0.0,0.0,0.0,31.0,104.0,122.0,137.0,169.0,191.0,228.0,219.0,212.0,243.0,243.0,259.0,275.0,281.0,270.6,266.6,221.8,211.8,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Telecom,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
433,Defence Sixth Form College (DSFC),MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Military facility,Loughborough,ENGLAND_East Midlands,InOperation,2001-10-01,2003-01-29,2003-06-01,2005-05-01,2005-05-01,29,ON,N/K,OFF,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,11.4,11.9,12.2,12.1,12.4,12.9,12.9,12.8,13.1,13.0,13.1,13.3,13.6,13.9,14.2,14.5,14.7,15.0,15.4,15.7,16.0,16.3,16.6,17.0,17.3,17.7,18.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interserve,45.0%,NO,Pearson PLC,10.0%,NO,Infrastructure Investments,45.0%,NO,,,,,,,,,,Minerva Education & Training Limited,4645156,Interserve House Ruscombe Park Twyford Reading Berks RG10 9JU 
434,Devonport Support Services - ARMADA,MINISTRY OF DEFENCE (GROUP),MINISTRY OF DEFENCE,Other,"Plymouth, Devonport",ENGLAND_South West,InOperation,2000-09-01,2003-02-14,2004-07-01,2008-03-01,2004-10-01,25,ON,OFF,OFF,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,10.3,10.8,11.6,19.1,19.5,20.0,20.8,21.3,22.6,23.1,23.7,24.3,24.8,25.4,26.1,26.7,27.4,28.1,28.8,29.6,30.3,31.2,32.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree ,50.0%,NO,Interserve Investments Ltd,50.0%,NO,,,,,,,,,,,,,FALCON SUPPORT SERVICES LIMITED,4980216,"INTERSERVE HOUSE, RUSCOMBE PARK, TWYFORD, READING. RG10 9JU"
